,Name,Description,Designation,Latitude,Longitude,States,Type,Free,Cost
,Oceano Dunes State Vehicular Recreation Area,"This coastal dune system along California’s central coast preserves the Oceano Dunes State Vehicular Recreation Area, one of the nation’s largest expanses of coastal dunes. The area combines miles of rideable sand for off-highway recreation with broad beaches and linked dune and wetland habitats that support a variety of wildlife. Wildlife includes the western snowy plover and other shorebirds that nest and forage on the dunes, along with dune-adapted plants and small mammals.",State Vehicular Recreation Area,35.09320556,-120.617883,CA,State,FALSE,5
,Ocotillo Wells State Vehicular Recreation Area,"Ocotillo Wells State Vehicular Recreation Area is a vast desert landscape in southern California, formed by dunes, washes, and rugged backcountry terrain. It offers miles of designated off-highway vehicle routes, open riding areas, and trails framed by ocotillo, creosote, and cactus. Wildlife includes coyotes, roadrunners, and lizards that thrive in this arid environment.",State Vehicular Recreation Area,33.15128894,-116.1672906,CA,State,FALSE,5
,Old Sacramento State Historic Park,"This district that enticed and influenced California’s Gold Rush and rail era consists of Old Sacramento State Historic Park in downtown Sacramento. Wooden sidewalks, brick storefronts, and restored 19th‑century warehouses line Front Street along the Sacramento River, preserving a living snapshot of 1850s–1870s commerce, while the California State Railroad Museum within the district houses historic locomotives and exhibits that celebrate the region’s transportation heritage.",State Historic Park,38.58358552,-121.5054162,CA,State,TRUE,0
,Old Town San Diego State Historic Park,"Old Town San Diego State Historic Park sits in downtown San Diego, preserving a 19th-century Mexican and early American town. It features restored adobe buildings, a central plaza, and living-history programs that recreate daily life from the era, with historic shops, museums, and period-appropriate architecture.",State Historic Park,32.75548055,-117.1984418,CA,State,TRUE,0
,Olompali State Historic Park,"Located in Marin County, Olompali State Historic Park preserves a Coast Miwok village site, the ruins of a 19th-century hacienda, and a mosaic of oak woodland and redwood canyon along Olompali Creek. Trails wind through grassy meadows and forested ravines, offering views of San Pablo Bay and Mount Tamalpais while interpreting a long history of Indigenous settlement and ranching. Wildlife includes deer, foxes, hawks, and a variety of songbirds.",State Historic Park,38.15131399,-122.570386,CA,State,FALSE,8
,Pacheco State Park,"This rugged corridor in the Diablo Range preserves oak woodlands, chaparral, and grassy hills along the Pacheco Pass. It features sweeping views, seasonal wildflowers, and backcountry trails for hiking, horseback riding, and mountain biking, plus quiet campsites under starry skies. Wildlife includes mule deer, coyotes, bobcats, and a diversity of hawks, songbirds, and ground squirrels.",State Park,37.06315,-121.20548,CA,State,FALSE,10
,Pacifica State Beach,"Pacifica State Beach sits on a broad stretch of the Northern California coast just south of San Francisco. It features a long sandy shoreline, rolling dunes, and rugged bluff headlands with tide pools at low tide. Scenic coastal drives and bluff-top hiking trails reveal wild, windswept vistas and ocean spray. Wildlife includes harbor seals and sea lions hauled out on offshore rocks, gray whales offshore during migration, and a variety of shorebirds that feed along the shoreline.",State Beach,37.59727359,-122.502772,CA,State,FALSE,9
,Palomar Mountain State Park,"This high-elevation sanctuary on Palomar Mountain features dense pine and oak woodlands, rugged granite ridges, and sweeping views across San Diego County to the Pacific. Scenic drives and backcountry hiking opportunities wind through cool forests and open meadows, with excellent stargazing under some of Southern California's darkest skies. Wildlife includes mule deer, gray fox, coyotes, and a variety of birds.",State Park,33.33220499,-116.906494,CA,State,FALSE,10
,Sue-meg State Park,"This coastal-forest park spans three distinct districts along the rugged northern shore, where wind-swept cliffs meet spruce-fir forests and glacial lakes. Besides scenic drives and backcountry hiking opportunities, there are tidal pools, a historic lighthouse, and sheltered coves. Wildlife includes moose, white-tailed deer, black bear, beaver, harbor seals, and ospreys.",State Park,41.139833,-124.14959,CA,State,FALSE,8
,Pelican State Beach,"Stretching along a sunlit coastline, Pelican State Beach protects a mosaic of dunes, salt marshes, and tidal flats that shelter coastal ecosystems and backcountry trails. The area is home to brown pelicans, shorebirds, sea turtles, and a diverse array of fish and crabs, with scenic overlooks, boardwalks, and kayaking routes.",State Beach,41.99157484,-124.208671,CA,State,TRUE,0
,Pescadero State Beach,"This stretch of the Central California coast features a long, wide sandy beach backed by rolling dunes and scenic bluffs. Tide pools at low tide reveal small marine life, and nearby marshes support a variety of birds and coastal habitats. The area offers picnicking, beach access, and easy coastal walks.",State Beach,37.27394999,-122.409164,CA,State,FALSE,8
,Petaluma Adobe State Historic Park,"This historic ranch near Petaluma in Sonoma County preserves a 19th-century Mexican-era adobe complex—the largest adobe in California—along the Petaluma River. The centerpiece is the adobe home and its outbuildings, with restored rooms, period tools, and demonstrations of 19th-century ranch life. Wildlife includes white-tailed deer, gray fox, red-tailed hawks, and waterfowl along the river.",State Historic Park,38.25448534,-122.5826318,CA,State,FALSE,3
,Picacho State Recreation Area,"Picacho State Recreation Area sits along the Colorado River in southeastern California, where rugged desert scenery meets broad river valleys. The landscape features rocky canyons, desert scrub, and miles of shoreline with opportunities for camping, boating, fishing, and hiking. Wildlife includes desert bighorn sheep, mule deer, coyotes, roadrunners, and a variety of waterfowl along the river.",State Recreation Area,33.023089,-114.609885,CA,State,FALSE,10
,Pigeon Point Light Station State Historic Park,"The Pigeon Point Light Station State Historic Park preserves a dramatic segment of California’s central coastline along Highway 1, near Pescadero. The 115-foot lighthouse, built in 1871, rises above rugged sea cliffs and anchors the site with keeper’s quarters and a historic fog signal building. The park offers scenic bluff trails, tide-pool habitats, and interpretive displays about lighthouse life and maritime history. Wildlife includes harbor seals, seabirds, and seasonal gray whale migrations offshore.",State Historic Park,37.18259106,-122.3935579,CA,State,TRUE,0
,Pio Pico State Historic Park,"Southern California's Rancho-era landscape centers on the adobe home of California's last Mexican governor, Pío Pico. The site includes the preserved Pío Pico Adobe, historic gardens, and period outbuildings with interpretive exhibits on 19th-century ranch life. Visitors can take guided or self-guided tours and participate in living-history programs that bring California's Mexican era to life.",State Historic Park,33.99317899,-118.070672,CA,State,TRUE,0
,Pismo State Beach,"This coastal region along California's central coast consists of Pismo State Beach, a broad stretch of sandy shoreline backed by rolling dunes and a nearby estuary. Besides expansive ocean views, the area offers beach access, dune trails, and wildlife viewing at the Monarch Butterfly Grove and surrounding habitats. Wildlife includes monarch butterflies, gray whales offshore, harbor seals, pelicans, and shorebirds, with beach, dune, estuary, and coastal scrub habitats.",State Beach,35.10640199,-120.627045,CA,State,FALSE,5
,Placerita Canyon State Park,"Located in the foothills of the San Gabriel Mountains near Santa Clarita, Placerita Canyon State Park protects a scenic canyon with oak woodland, chaparral, and riparian habitat along Placerita Creek. The park offers hiking trails, a nature center, and access to California’s early gold-discovery history—the site of the state’s first documented gold discovery. Wildlife includes mule deer, gray fox, bobcats, coyotes, and a variety of birds.",State Park,34.37779806,-118.467644,CA,State,TRUE,0
,Plumas Eureka State Park,"This high Sierra state park preserves a historic gold-mining landscape in the Plumas-Eureka district of the northern Sierra Nevada. Within the park you’ll find preserved mining ruins, restored 19th-century cabins, and CCC-era buildings set among granite outcrops and timbered slopes, with trails linking the old town sites. Wildlife includes mule deer, gray squirrels, and a variety of birds.",State Park,39.765179,-120.697056,CA,State,TRUE,0
